datetime,city,state,country,shape,duration (seconds),latitude,longitude
10/10/2002 00:01,hayward,wi,us,flash,43,46.0130556,-91.4844444
10/10/2002 02:00,philomath,or,us,unknown,5,44.5402778,-123.3663889
10/10/2002 06:00,seattle,wa,us,sphere,90,47.6063889,-122.3308333
10/10/2002 20:30,cincinnati,oh,us,other,1800,39.1619444,-84.4569444
10/10/2002 21:00,portland,or,us,circle,120,45.5236111,-122.675
10/10/2003 12:00,alhambra,ca,us,oval,300,34.0952778,-118.1261111
10/10/2003 18:00,indianapolis,in,us,sphere,1800,39.7683333,-86.1580556
10/10/2003 19:15,centreville,va,us,other,600,38.8402778,-77.4291667
10/10/2003 20:05,grand view,id,us,light,15,42.9897222,-116.0925
10/10/2003 20:25,temperance,mi,us,oval,18000,41.7791667,-83.5688889
10/10/2003 21:10,crescent beach,sc,us,formation,37800,33.8075000,-78.7011111
10/10/2003 22:00,albuquerque,nm,us,light,180,35.0844444,-106.6505556
10/10/2003 23:25,gleason,wi,us,sphere,1800,45.3088889,-89.4963889
10/10/2004 02:50,mahwah,nj,us,triangle,180,41.0886111,-74.1441667
10/10/2004 04:18,terre haute,in,us,sphere,5,39.4666667,-87.4138889
10/10/2004 08:30,indianapolis,in,us,oval,15,39.7683333,-86.1580556
10/10/2004 14:00,morgantown,wv,us,circle,10,39.6294444,-79.9561111
10/10/2004 15:00,berkeley,ca,us,unknown,180,37.8716667,-122.2716667
10/10/2004 15:00,rock island,il,us,sphere,3600,41.5094444,-90.5786111
10/10/2004 19:00,ripley,ny,us,circle,900,42.2669444,-79.7108333
10/10/2004 21:00,faribault,mn,us,flash,900,44.2950000,-93.2686111
10/10/2004 21:00,mansfield,oh,us,light,7200,40.7583333,-82.5155556
10/10/2004 22:00,columbia,mo,us,light,60,38.9516667,-92.3338889
10/10/2004 23:30,gleason,wi,us,sphere,3000,45.3088889,-89.4963889
10/10/2005 07:40,seattle,wa,us,other,60,47.6063889,-122.3308333
10/10/2005 09:00,apache junction,az,us,other,30,33.4150000,-111.5488889
10/10/2005 09:30,north miami beach,fl,us,oval,1800,25.9327778,-80.1627778
10/10/2005 14:45,los angeles,ca,us,egg,10,34.0522222,-118.2427778
10/10/2005 20:00,loretto,pa,us,triangle,300,40.5030556,-78.6305556
10/10/2005 21:00,lewisburg,tn,us,unknown,240,35.4491667,-86.7888889
10/10/2005 21:30,north miami beach,fl,us,other,3600,25.9327778,-80.1627778
10/10/2005 22:08,east wenatchee,wa,us,light,1200,47.4158333,-120.2919444
10/10/2005 23:00,hendersonville,nc,us,light,600,35.3186111,-82.4611111
10/10/2005 23:07,brainerd,mn,us,disk,300,46.3580556,-94.2005556
10/10/2005 24:00,franklin,in,us,disk,0,39.4805556,-86.055
10/10/2006 01:00,pennington,tx,us,diamond,3600,31.1911111,-95.2352778
10/10/2006 05:00,san francisco,ca,us,triangle,600,37.7750000,-122.4183333
10/10/2006 12:37,blairsville,ga,us,unknown,10,34.8761111,-83.9583333
10/10/2006 16:00,savannah,tn,us,light,600,35.2247222,-88.2491667
10/10/2006 16:00,waynesboro,va,us,triangle,600,38.0683333,-78.8897222
10/10/2006 20:00,bray,ok,us,other,360,34.6377778,-97.8172222
10/10/2006 22:40,waycross,ga,us,light,120,31.2133333,-82.3541667
10/10/2006 22:50,wolfforth,tx,us,disk,300,33.5058333,-102.0086111
10/10/2006 23:00,lyndhurst,oh,us,unknown,300,41.5200000,-81.4888889
10/10/2006 23:55,knik,ak,us,triangle,0,61.4577778,-149.7288889
10/10/2007 01:00,lebanon,or,us,light,14400,44.5366667,-122.9058333
10/10/2007 01:00,stockbridge,ga,us,changing,3600,33.5441667,-84.2338889
10/10/2007 04:00,denver,co,us,changing,2700,39.7391667,-104.9841667
10/10/2007 04:30,jacksonville,fl,us,sphere,30,30.3319444,-81.6558333
10/10/2007 05:00,bakersfield,ca,us,circle,0,35.3733333,-119.0177778
10/10/2007 06:00,indio,ca,us,oval,600,33.7205556,-116.2147222
10/10/2007 13:00,owego,ny,us,triangle,10800,42.1033333,-76.2625
10/10/2007 18:33,downingtown,pa,us,circle,120,40.0063889,-75.7036111
10/10/2007 19:00,austin,tx,us,flash,3,30.2669444,-97.7427778
10/10/2007 20:30,conyers,ga,us,unknown,3600,33.6675000,-84.0177778
10/10/2007 20:55,vero beach,fl,us,unknown,30,27.6383333,-80.3975
10/10/2007 21:00,jensen beach,fl,us,oval,120,27.2541667,-80.23
10/10/2007 21:43,houston,tx,us,formation,35,29.7630556,-95.3630556
10/10/2007 22:00,duluth,mn,us,light,600,46.7833333,-92.1063889
10/10/2007 22:00,fleming,co,us,circle,600,40.6800000,-102.8388889
10/10/2007 22:00,grove city,pa,us,unknown,3600,41.1577778,-80.0888889
10/10/2007 22:00,van alstyne,tx,us,other,4,33.4213889,-96.5769444
10/10/2007 23:05,northglenn,co,us,triangle,15,39.8855556,-104.9866667
10/10/2008 02:00,north branch,mn,us,light,300,45.5113889,-92.98
10/10/2008 02:00,slingerlands,ny,us,circle,240,42.6291667,-73.865
10/10/2008 04:00,carlin,nv,us,disk,600,40.7138889,-116.1030556
10/10/2008 04:50,evansville,in,us,formation,600,37.9747222,-87.5558333
10/10/2008 06:00,albany,ny,us,oval,45,42.6525000,-73.7566667
10/10/2008 10:22,fremont,ca,us,triangle,60,37.5483333,-121.9875
10/10/2008 18:00,yuma,az,us,triangle,900,32.7252778,-114.6236111
10/10/2008 19:00,south bend,in,us,light,600,41.6833333,-86.25
10/10/2008 20:00,la crescent,mn,us,formation,10,43.8280556,-91.3038889
10/10/2008 20:00,philadelphia,pa,us,oval,60,39.9522222,-75.1641667
10/10/2008 20:00,seattle,wa,us,light,180,47.6063889,-122.3308333
10/10/2008 20:40,pueblo,co,us,light,300,38.2544444,-104.6086111
10/10/2008 21:30,cincinnati,oh,us,oval,900,39.1619444,-84.4569444
10/10/2008 22:00,san diego,ca,us,disk,30,32.7152778,-117.1563889
10/10/2008 22:30,madison,wi,us,circle,20,43.0730556,-89.4011111
10/10/2008 23:15,coldwater,oh,us,sphere,60,40.4797222,-84.6283333
10/10/2009 12:00,crested butte,co,us,egg,60,38.8697222,-106.9872222
10/10/2009 12:42,tulsa,ok,us,unknown,6,36.1538889,-95.9925
10/10/2009 16:24,eagar,az,us,unknown,180,34.1111111,-109.2908333
10/10/2009 19:30,suffolk,va,us,unknown,900,36.7280556,-76.5838889
10/10/2009 20:30,anaheim,ca,us,light,300,33.8352778,-117.9136111
10/10/2009 20:45,wilmington,nc,us,light,600,34.2255556,-77.945
10/10/2009 21:00,leesburg,va,us,disk,300,39.1155556,-77.5638889
10/10/2009 22:30,thief river falls,mn,us,other,0,48.1191667,-96.1808333
10/10/2009 23:00,michigan city,in,us,changing,900,41.7075000,-86.895
10/10/2009 23:23,cupertino,ca,us,light,180,37.3230556,-122.0311111
10/10/2010 01:00,orchard park,ny,us,light,7200,42.7675000,-78.7441667
10/10/2010 02:30,harrisburg,pa,us,circle,240,40.2736111,-76.8847222
10/10/2010 03:00,euclid,oh,us,circle,180,41.5930556,-81.5269444
10/10/2010 08:30,starr,sc,us,formation,600,34.3769444,-82.6958333
10/10/2010 12:00,greenwich,ct,us,light,240,41.0263889,-73.6288889
10/10/2010 13:00,north charleston,sc,us,light,180,32.8544444,-79.975
10/10/2010 16:30,springfield,va,us,cigar,15,38.7891667,-77.1875
10/10/2010 17:10,bridgeport,ct,us,light,600,41.1669444,-73.2052778
10/10/2010 18:30,clackamas,or,us,triangle,120,45.4077778,-122.5691667
10/10/2010 20:00,san angelo,tx,us,oval,60,31.4636111,-100.4366667
10/10/2010 20:20,windsor,ct,us,fireball,5,41.8525000,-72.6441667
10/10/2010 20:45,sterling,il,us,cylinder,600,41.7886111,-89.6961111
10/10/2010 21:00,everett,wa,us,other,30,47.9791667,-122.2008333
10/10/2010 21:00,kykotsmovi,az,us,disk,7200,35.8752778,-110.6197222
10/10/2010 21:30,albany,ny,us,circle,10,42.6525000,-73.7566667
10/10/2010 22:30,garden grove,ca,us,egg,7200,33.7738889,-117.9405556
10/10/2010 23:00,miami,fl,us,changing,1200,25.7738889,-80.1938889
10/10/2010 23:30,anaheim,ca,us,disk,0,33.8352778,-117.9136111
10/10/2011 00:00,troy,ny,us,triangle,7200,42.7283333,-73.6922222
10/10/2011 01:00,farmington,nm,us,circle,300,36.7280556,-108.2180556
10/10/2011 02:00,prescott valley,az,us,other,300,34.6100000,-112.315
10/10/2011 10:30,ashville,ny,us,circle,60,42.0963889,-79.3758333
10/10/2011 14:30,north kingstown,ri,us,oval,40,41.5500000,-71.4666667
10/10/2011 15:00,groton,ct,us,disk,5,41.3500000,-72.0788889
10/10/2011 19:00,mechanicsville,va,us,light,300,37.6086111,-77.3736111
10/10/2011 20:00,middletown,ct,us,fireball,1200,41.5622222,-72.6511111
10/10/2011 21:00,lakewood,oh,us,fireball,60,41.4819444,-81.7983333
10/10/2011 21:00,york,pa,us,circle,15,39.9625000,-76.7280556
10/10/2011 21:55,north platte,ne,us,circle,3,41.1238889,-100.765
10/10/2011 23:00,waynesville,oh,us,triangle,90,39.5297222,-84.0866667
10/10/2012 10:15,bridgeport,ct,us,circle,630,41.1669444,-73.2052778
10/10/2012 18:56,san diego,ca,us,sphere,240,32.7152778,-117.1563889
10/10/2012 19:09,sterling heights,mi,us,oval,120,42.5802778,-83.0302778
10/10/2012 19:40,syracuse,ny,us,light,900,43.0480556,-76.1477778
10/10/2012 19:45,syracuse,ny,us,circle,240,43.0480556,-76.1477778
10/10/2012 20:00,colorado springs,co,us,light,20,38.8338889,-104.8208333
10/10/2012 20:00,moundville,al,us,changing,240,32.9975000,-87.63
10/10/2012 20:30,las cruces,nm,us,fireball,120,32.3122222,-106.7777778
10/10/2012 20:30,marion,il,us,light,240,37.7305556,-88.9330556
10/10/2012 20:30,san jose,ca,us,other,6,37.3394444,-121.8938889
10/10/2012 20:45,phoenix,az,us,sphere,300,33.4483333,-112.0733333
10/10/2012 20:48,yakima,wa,us,light,240,46.6022222,-120.5047222
10/10/2012 21:00,austin,tx,us,changing,1200,30.2669444,-97.7427778
10/10/2012 21:00,bean station,tn,us,cigar,180,36.3436111,-83.2841667
10/10/2012 21:00,rochester,wa,us,light,600,46.8219444,-123.095
10/10/2012 23:01,suffern,ny,us,cylinder,20,41.1147222,-74.15
10/10/2012 23:20,rancho mirage,ca,us,rectangle,5,33.7397222,-116.4119444
10/10/2013 02:32,palm harbor,fl,us,chevron,5,28.0777778,-82.7638889
10/10/2013 04:00,sandusky,oh,us,triangle,0,41.4488889,-82.7080556
10/10/2013 17:00,st. louis county,mo,us,light,10800,38.6272222,-90.1977778
10/10/2013 19:00,rittman,oh,us,light,60,40.9780556,-81.7822222
10/10/2013 19:20,essex junction,vt,us,light,120,44.4905556,-73.1113889
10/10/2013 19:20,kenner,la,us,circle,600,29.9938889,-90.2416667
10/10/2013 20:00,drexel,oh,us,circle,300,39.7463889,-84.2866667
10/10/2013 20:00,hudson,nh,us,light,5,42.7647222,-71.4402778
10/10/2013 20:30,grand blanc,mi,us,light,1200,42.9275000,-83.63
10/10/2013 20:30,savage,mn,us,circle,60,44.7791667,-93.3361111
10/10/2013 20:32,warren,mi,us,sphere,45,42.4775000,-83.0277778
10/10/2013 20:35,canton,mi,us,triangle,180,42.3086111,-83.4822222
10/10/2013 21:17,lost creek,wv,us,triangle,45,39.1611111,-80.3522222
10/10/2013 21:30,hudson,nh,us,light,1,42.7647222,-71.4402778
10/11/1973 16:45,jupiter,fl,us,egg,14400,26.9338889,-80.0944444
10/11/1978 23:00,brighton,mi,us,circle,300,42.5294444,-83.7802778
10/11/1987 21:30,minnetonka,mn,us,light,30,44.9133333,-93.5030556
10/11/1987 23:59,otto,mo,us,fireball,60,38.3708333,-90.5002778
10/11/1989 21:00,kewanee,il,us,sphere,180,41.2455556,-89.9247222
10/11/1989 21:00,kewanee,il,us,sphere,300,41.2455556,-89.9247222
10/11/1992 10:00,albuquerque,nm,us,sphere,900,35.0844444,-106.6505556
10/11/1994 02:00,jackson,nj,us,triangle,300,39.7763889,-74.8627778
10/11/1994 04:00,riverside,ca,us,chevron,4,33.9533333,-117.3952778
10/11/1996 16:00,bismarck,nd,us,formation,0,46.8083333,-100.7833333
10/11/1996 22:00,damascus,va,us,light,60,36.6336111,-81.7838889
10/11/1998 02:15,montara,ca,us,other,3600,37.5422222,-122.515
10/11/1998 14:30,mount carmel,tn,us,light,10,36.5452778,-82.6611111
10/11/1998 20:30,highland,in,us,sphere,14400,39.7944444,-87.3958333
10/11/1998 22:45,elk grove,ca,us,fireball,4,38.4088889,-121.3705556
10/11/1999 00:15,montgomery,al,us,light,180,32.3666667,-86.3
10/11/1999 04:30,los angeles,ca,us,light,300,34.0522222,-118.2427778
10/11/1999 07:40,three rivers,mi,us,oval,600,41.9438889,-85.6325
10/11/1999 09:10,canby,or,us,light,10,45.2630556,-122.6913889
10/11/1999 20:15,portville,ny,us,oval,30,42.0386111,-78.3411111
10/11/1999 20:15,portville,ny,us,oval,30,42.0386111,-78.3411111
10/11/1999 20:15,portville,ny,us,oval,60,42.0386111,-78.3411111
10/11/1999 20:15,portville,ny,us,oval,60,42.0386111,-78.3411111
10/11/1999 21:00,winnemucca,nv,us,cigar,2,40.9730556,-117.7347222
10/11/1999 21:10,ashland,or,us,triangle,45,42.1947222,-122.7083333
10/11/1999 21:30,augusta,ks,us,light,600,37.6866667,-96.9763889
10/11/1999 21:30,montgomery,tx,us,light,3600,30.3880556,-95.6961111
10/11/1999 21:45,eureka springs,ar,us,light,900,36.4011111,-93.7377778
10/11/2000 20:00,watertown,ny,us,light,30,43.9747222,-75.9111111
10/11/2000 22:00,elverta,ca,us,light,30,38.7138889,-121.4616667
10/11/2000 23:30,whittier,ca,us,light,1500,33.9791667,-118.0319444
10/11/2001 01:00,somerset,wi,us,light,10800,45.1244444,-92.6733333
10/11/2001 02:15,fairbanks,ak,us,other,1800,64.8377778,-147.7163889
10/11/2001 05:15,denver,co,us,light,900,39.7391667,-104.9841667
10/11/2001 08:15,columbia,ms,us,teardrop,300,31.2516667,-89.8375
10/11/2001 20:35,grass valley,ca,us,triangle,60,39.2191667,-121.06
10/11/2001 23:49,lima,oh,us,teardrop,300,40.7425000,-84.1052778
10/11/2002 06:17,springfield,mo,us,fireball,6,37.2152778,-93.2980556
10/11/2002 13:25,reno,nv,us,sphere,600,39.5297222,-119.8127778
10/11/2002 16:15,randolph,ma,us,cylinder,300,42.1625000,-71.0416667
10/11/2002 20:36,dallas,tx,us,fireball,3,32.7833333,-96.8
10/11/2003 00:20,austin,mn,us,circle,5,43.6666667,-92.9744444
10/11/2003 03:00,truckee,ca,us,sphere,3,39.3280556,-120.1822222
10/11/2003 11:32,newaygo,mi,us,circle,40,43.4197222,-85.8
10/11/2003 19:05,placerville,ca,us,light,600,38.7297222,-120.7975
10/11/2003 20:00,frederick,co,us,unknown,10,40.0991667,-104.9366667
10/11/2003 20:30,bloomington,in,us,disk,180,39.1652778,-86.5263889
10/11/2003 22:40,independence,mo,us,chevron,600,39.0911111,-94.4152778
10/11/2004 01:00,honolulu,hi,us,triangle,3,21.3069444,-157.8583333
10/11/2004 02:37,los angeles,ca,us,rectangle,20,34.0522222,-118.2427778
10/11/2004 03:40,dallas,or,us,light,20,44.9194444,-123.3158333
10/11/2004 04:15,pitman,nj,us,other,7200,39.7327778,-75.1319444
10/11/2004 05:00,san jose,ca,us,light,15,37.3394444,-121.8938889
10/11/2004 11:00,salinas,ca,us,formation,2700,36.6777778,-121.6544444
10/11/2004 14:00,arroyo grande,ca,us,circle,60,35.1186111,-120.5897222
10/11/2004 18:00,fresno,ca,us,rectangle,120,36.7477778,-119.7713889
10/11/2004 22:29,laredo,tx,us,fireball,1351,27.5061111,-99.5072222
10/11/2004 22:30,eastsound,wa,us,sphere,0,48.6969444,-122.9041667
10/11/2004 23:00,lake worth,fl,us,formation,7200,26.6155556,-80.0572222
10/11/2004 23:15,williamsville,ny,us,light,540,42.9638889,-78.7380556
10/11/2005 00:00,holiday,fl,us,light,180,28.1875000,-82.7397222
10/11/2005 03:00,eagan,mn,us,circle,7200,44.8041667,-93.1666667
10/11/2005 16:36,lake point,ut,us,light,720,40.6808333,-112.2622222
10/11/2005 18:45,peoria,az,us,light,5400,33.5805556,-112.2366667
10/11/2005 19:00,buckeye,az,us,formation,1800,33.3702778,-112.5830556
10/11/2005 19:00,casa grande,az,us,light,1800,32.8794444,-111.7566667
10/11/2005 19:30,tempe,az,us,triangle,3,33.4147222,-111.9086111
10/11/2005 19:45,mobile,al,us,light,1800,30.6941667,-88.0430556
10/11/2005 21:00,little ferry,nj,us,oval,300,40.8527778,-74.0425
10/11/2005 21:00,wall lake,ia,us,light,10,42.2711111,-95.0927778
10/11/2006 01:25,nashville,tn,us,disk,13,36.1658333,-86.7844444
10/11/2006 11:29,lynnwood,wa,us,unknown,120,47.8211111,-122.3138889
10/11/2006 19:00,monterey park,ca,us,fireball,120,34.0625000,-118.1219444
10/11/2006 19:30,two harbors,mn,us,light,600,47.0227778,-91.6705556
10/11/2006 20:45,pensacola,fl,us,diamond,3600,30.4211111,-87.2169444
10/11/2006 21:00,milton,fl,us,light,900,30.6322222,-87.0397222
10/11/2006 21:32,la crescenta,ca,us,circle,3,34.2241667,-118.2391667
10/11/2006 22:00,enid,ok,us,light,60,36.3955556,-97.8780556
10/11/2006 23:00,pampa,tx,us,triangle,60,35.5361111,-100.9594444
10/11/2006 24:00,rome,ny,us,oval,120,43.2127778,-75.4561111
10/11/2007 04:40,melbourne,ky,us,oval,360,39.0297222,-84.3663889
10/11/2007 10:10,carlton,or,us,cylinder,900,45.2944444,-123.1752778
10/11/2007 16:00,clackamas,or,us,circle,900,45.4077778,-122.5691667
10/11/2007 19:50,seattle,wa,us,triangle,10,47.6063889,-122.3308333
10/11/2007 20:15,tega cay,sc,us,light,1800,35.0241667,-81.0280556
10/11/2007 20:30,gulf shores,al,us,disk,1800,30.2458333,-87.7008333
10/11/2008 04:30,brownsville,tx,us,disk,3,25.9013889,-97.4972222
10/11/2008 06:00,concord,ca,us,light,180,37.9780556,-122.03
10/11/2008 13:00,salisbury,nc,us,sphere,20,35.6708333,-80.4744444
10/11/2008 19:00,bridgeport,ct,us,circle,7200,41.1669444,-73.2052778
10/11/2008 19:00,dover,md,us,sphere,7200,39.5122222,-76.7697222
10/11/2008 19:00,riverside,ca,us,light,60,33.9533333,-117.3952778
10/11/2008 19:30,naples,fl,us,triangle,30,26.1416667,-81.795
10/11/2008 20:30,centerville,tx,us,light,900,31.2577778,-95.9780556
10/11/2008 22:20,albuquerque,nm,us,fireball,120,35.0844444,-106.6505556
10/11/2008 22:30,los angeles,ca,us,triangle,30,34.0522222,-118.2427778
10/11/2009 02:45,deer park,ny,us,other,10800,40.7616667,-73.3297222
10/11/2009 04:00,crisfield,md,us,light,600,37.9833333,-75.8541667
10/11/2009 09:45,plymouth,mi,us,triangle,20,42.3713889,-83.4702778
10/11/2009 12:30,glendale,az,us,egg,1200,33.5386111,-112.1852778
10/11/2009 18:00,louisville,ky,us,disk,120,38.2541667,-85.7594444
10/11/2009 18:05,west palm beach,fl,us,oval,3,26.7052778,-80.0366667
10/11/2009 19:00,north smithfield,ri,us,circle,15,41.9666667,-71.55
10/11/2009 19:50,putnamville,in,us,flash,540,39.5741667,-86.8652778
10/11/2009 21:55,madison,wi,us,light,180,43.0730556,-89.4011111
10/11/2010 00:30,redondo beach,ca,us,other,1200,33.8491667,-118.3875
10/11/2010 04:50,albany,ny,us,oval,120,42.6525000,-73.7566667
10/11/2010 06:20,west palm beach,fl,us,sphere,2400,26.7052778,-80.0366667
10/11/2010 12:30,orangevale,ca,us,changing,2700,38.6786111,-121.2247222
10/11/2010 19:40,cottage grove,mn,us,light,240,44.8277778,-92.9436111
10/11/2010 20:50,glendora,ca,us,circle,60,34.1361111,-117.8644444
10/11/2010 20:53,ramona,ca,us,triangle,5,33.0416667,-116.8672222
10/11/2010 21:35,union city,ca,us,other,15,37.5958333,-122.0180556
10/11/2011 03:15,omaha,il,us,chevron,120,37.8902778,-88.3030556
10/11/2011 08:40,henderson,nv,us,other,180,36.0397222,-114.9811111
10/11/2011 15:00,cedar city,ut,us,light,8,37.6775000,-113.0611111
10/11/2011 19:40,des moines,ia,us,light,90,41.6005556,-93.6088889
10/11/2011 19:42,new bedford,ma,us,circle,1800,41.6361111,-70.9347222
10/11/2011 21:10,holden beach,nc,us,circle,30,33.9133333,-78.3041667
10/11/2011 23:23,harrodsburg,ky,us,unknown,480,37.7622222,-84.8433333
10/11/2012 01:00,worcester,ma,us,unknown,4,42.2625000,-71.8027778
10/11/2012 04:00,tewksbury,ma,us,light,2,42.6105556,-71.2347222
10/11/2012 08:00,angola,in,us,cigar,7200,41.6347222,-84.9994444
10/11/2012 14:06,yakima,wa,us,unknown,0,46.6022222,-120.5047222
10/11/2012 19:30,arbutus,md,us,light,300,39.2544444,-76.7002778
10/11/2012 19:30,forty fort,pa,us,fireball,720,41.2788889,-75.8786111
10/11/2012 19:45,saratoga springs,ny,us,circle,300,43.0830556,-73.785
10/11/2012 20:00,nanticoke,pa,us,diamond,60,41.2052778,-76.0052778
10/11/2012 20:30,las cruces,nm,us,fireball,120,32.3122222,-106.7777778
10/11/2012 20:42,ravensdale,wa,us,triangle,10,47.3525000,-121.9825
10/11/2012 21:00,levittown,pa,us,diamond,60,40.1550000,-74.8291667
